Cruise,Cruise_ID,Day,Month,Year,Date,Latitude,Longitude,Analyst,Mesh_Size,TOTAL_DENSITY,BIOMASS,ASH,COPEPODS,CALANOIDS,CYCLOPOIDA,HAPARCTICOIDA,POECILOSTOMATOIDA,L_FISH,H_FISH,CHAETOGNATHA,CLADOCEROS,OSTRACODA,FORAMINIFERA,AMPHIPODS,ISOPODS,EUPHAUSIIDS,MISYDACEA,SERGESTID,L_CRUSTACEA,N_COPEPOD,C_COPEPOD,N_CIRRIPEDIA,C_CIRRIPEDIA,L_DECAPODA,L_STOMATOPODA,L_EUPHAUSIID,L_SERGESTID,POLICHAETES,L_CYPHONAUTES,MEDUSA,SIPHONOPHORES,CTENOPHORES,L_ECHINODERMS,PTEROPODS,HETEROPODS,GASTROPODS,L_CEPHALOPODA,L_BIVALVE,L_GASTROPOD,PROTOZOAN,RADIOLARIAN,APPENDICULARIANS,SALPS,DOLIOLIDS,BIVALVES,H_CRUSTACEA,L_ANFIOXUS,LUCIFER,JUV_GASTROPOD
178,CAR-178,15,3,2011,2011-03-15,10.498,-64.667,Luis Gonzalez,500,193.195,8.56895,2.98623,102.31,93.63,8.68,0,0,3.65,1.37,4.57,0,0,68.51,1.37,0,0.91,0,0,1.83,0,0,0,0,0,0,1.83,0,0.91,0,0,0.91,0,2.28,0,0,0,0,0,0,0,0,3.65,0.91,0,0,0,0,0,0
178,CAR-178,15,3,2011,2011-03-15,10.498,-64.667,Luis Gonzalez,200,1480.54,14.2324,4.00777,769.584,430.084,338.739,0.761211,0,1.52242,1.52242,15.22,5.32847,12.9406,117.99,3.80605,0.761211,1.52242,0,0,404.964,102.763,293.066,0,1.52242,3.80605,0,3.80605,0,6.09,1.52,0,2.28,0,0.76,3.04,0,0,0,0,0,0,0,19.0303,0.761211,0,0,0,0,0,0
179,CAR-179,12,4,2011,2011-04-12,10.498,-64.665,Luis Gonzalez,500,238.669,4.62812,1.12853,130.82,114.87,15.95,0,0,1.91,1.28,8.93,31.91,3.19,7.02,0.64,0,0,0,0,10.21,1.91,0,0,0,1.28,0,6.38,0.64,1.91,0,0,3.19,0,0.64,1.28,0.64,0,0,0,0,0,0,1.91,31.91,1.28,0,0,0,0,0
179,CAR-179,12,4,2011,2011-04-12,10.498,-64.665,Luis Gonzalez,200,1604.93,15.3594,3.63486,579.085,227.986,341.979,9.11945,0,0,1.52,6.84,94.9,5.31968,9.12,0,0,0,0,0,724.997,94.9943,626.962,0,0,0.759954,0,1.51991,0.759954,5.32,0,0,3.04,0,0,4.56,0,0,0,0,0,0,0,34.1979,37.9977,0,0,0,0,0,0
180,CAR-180,10,5,2011,2011-05-10,10.502,-64.667,Luis Gonzalez,200,447.907,16.1425,4.72285,283.963,122.299,160.518,1.14655,0,0.76,0.38,4.97,2.67529,10.7012,4.2,1.91092,0.382185,0,0,0,125.739,0.764369,120.388,0,0.382185,1.52874,0.382185,2.29311,0,0.76,0,0.382185,2.29311,0,0.38,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,CAR-180,10,5,2011,2011-05-10,10.502,-64.667,Luis Gonzalez,500,59.63,3.52088,0.819786,35.54,31.53,4.01,0,0,1.15,0.57,6.02,2.29,0,6.88,2.87,0,0,0,0,1.14,0,0,0,0,0.57,0,0.57,0,0,0,0,0,0,0.59,2.29,0,0.29,0,0,0,0,0,0,0.29,0,0,0,0,0,0
181,CAR-181,9,6,2011,2011-06-09,10.497,-64.667,Luis Gonzalez,500,80.64,4.74325,1.35318,53.1,50.61,2.49,0,0,0.53,0.53,1.24,0,1.95,17.76,0.18,0,0.36,0,0,2.66,0,0,0,0,1.42,0,1.24,0,0,0,0.18,0,0,0.53,0.36,0,0.18,0,0,0,0,0.18,0.36,0.36,0.36,0,0,0,0,0
181,CAR-181,9,6,2011,2011-06-09,10.497,-64.667,Luis Gonzalez,200,509.667,9.7582,3.11481,371.149,189.422,180.543,1.18389,0,0,0.59,5.33,0.59,7.10333,14.8,0,0,0,0,0,94.1191,0,88.79,0,0,3.55166,0,1.77583,0,0,0,0,0,0,0,0.59,0,1.78,0,0.59,0,0,0,7.7,0,0,0,0,0,0,0
182,CAR-182,7,7,2011,2011-07-07,10.501,-64.665,Luis Gonzalez,200,1478.38,21.3049,8.066,670.84,395.98,272.86,2,0,0.67,2,2.66,3.99,21.96,14.64,3.99,0,0,0,0,298.867,2.66,179.69,0,0,2,0,2,0.67,0.67,0,0,2,0,0,2.66,0,1.33,0,0.67,0,0,0,6.66,3.33,0,0,0,0,0,0
182,CAR-182,7,7,2011,2011-07-07,10.501,-64.665,Luis Gonzalez,500,171.982,8.92783,4.269,70.08,51.91,17.97,0.2,0,0.6,0,2,0,1.6,18.97,2.4,0,0.2,0,0.6,5.8,0,1.2,0,0,1.4,0,2.2,1,0.4,0,0,0.4,0,0,0.2,0,0,0.2,0,0,0,0,0.2,3.99,0,0,0,0,0,0
183,CAR-183,9,8,2011,2011-08-09,10.499,-64.666,Luis Gonzalez,200,1150.77,18.5713,6.925,607.3,404.16,202.08,1.06,0,1.06,2.13,6.38,0,19.14,101.04,5.32,0,0,0,0,304.185,2.13,297.8,0,0,1.06,0,3.19,0,2.13,0,0,1.06,0,0,3.19,0,0,0,0,0,0,0,90.4,1.06,0,0,0,0,0,0
183,CAR-183,9,8,2011,2011-08-09,10.499,-64.666,Luis Gonzalez,500,192.509,9.3085,4.68935,97.85,89.34,8.51,0,0,2.13,0.53,7.45,1.6,2.66,55.84,1.6,0,0,0,0,16.48,0.53,15.95,0,0,0,0,0,0,1.06,0,0,1.06,0,0.53,0,0,0,0,0,0.53,0,0,3.99,0,0,0,0,0,0,0
184,CAR-184,6,9,2011,2011-09-06,10.501,-64.681,Luis Gonzalez,200,731.74,11.6233,4.25121,571.66,257.21,311.55,2.9,0,0.72,0,2.9,0,9.42,3.62,0.72,0,0,0,0,66.6572,0,65.21,0,0,0.72,0,0.72,0,1.45,0,0,0.72,0,0,2.17,0.72,0,0,0,0,0,0.72,68.83,0,0,0,0,0,0,0
184,CAR-184,6,9,2011,2011-09-06,10.501,-64.681,Luis Gonzalez,500,76.35,7.05244,3.4506,49.99,40.21,9.78,0,0,1.63,0,6.52,0,1.09,5.98,0.54,0,0.27,0,0,2.45,0,0,0.82,0,1.09,0,0.54,0,0.27,0,0,3.8,0,1.09,0.82,0.27,0,0,0,0,0,0.27,1.09,0,0.27,0,0,0,0,0
185,CAR-185,4,10,2011,2011-10-04,10.503,-64.667,Luis Gonzalez,500,40.7604,3.62096,1.75046,23.57,18.33,5.24,0,0,0.16,0,2.46,0.49,0.65,4.91,1.15,0,0,0,0,3.1,0,1.8,0,0,0.98,0,0.16,0.16,0,0.16,0,0.33,0,0.49,1.15,0.33,0,0.33,0.16,0,0,0,0.65,0.65,0.16,0,0,0,0,0
185,CAR-185,4,10,2011,2011-10-04,10.503,-64.667,Luis Gonzalez,200,797.82,10.3751,3.98546,566.17,270.64,290.29,5.24,0,0.87,0,1.31,28.35,10.91,7.86,1.31,0,0,0,0,149.728,0.87,148.42,0,0.44,0,0,0,0,0.31,0,0.44,0,0,0,3.93,0,0,0,0.44,0,0,0,24.01,0.87,0,0,0,0,0,0
186,CAR-186,18,11,2011,2011-11-18,10.5,-64.666,Luis Gonzalez,500,40.4245,2.30778,0.971382,20.21,18.93,1.28,0,0,0,0,2.56,0,0.77,4.61,0.26,0,0.51,0,0,1.02,0,0,0,0,1.02,0,0,0,0,0,0,0.51,0,0.26,1.02,0,0,0,0,0.26,0,0,0.51,7.16,0,0,0,0,0,0
186,CAR-186,18,11,2011,2011-11-18,10.5,-64.666,Luis Gonzalez,200,304.75,7.70624,1.85748,167.07,80.59,85.71,0.77,0,0,0,0,0.77,10.23,30.7,1.02,0,0,0,0,50.4027,0.77,47.33,0.26,0,0.26,0.26,1.54,0,8.95,0,0.26,0.51,0,1.28,3.84,0,0,0.51,0.26,0,0,12.79,11.51,1.54,0,0,0,0,0,0
187,CAR-187,10,1,2012,2012-01-10,10.497,-64.671,Luis Gonzalez,500,109.967,9.95754,6.08434,54.6144,53.1384,1.47607,0,0,0.738033,30.9974,8.11836,0,1.47607,0.738033,0,0,0,0,0,2.95213,0.738033,0,1.47607,0,0,0,0.738033,0,0,0,0,0.738033,0,0,0.738033,0.738033,0,0,0,0,0.738033,0,0,1.47607,6.64229,0,0,0,0,0
187,CAR-187,10,1,2012,2012-01-10,10.497,-64.671,Luis Gonzalez,200,1050.96,27.3382,14.616,677.514,553.524,103.325,20.6649,0,1.47607,8.85639,19.1888,22.141,39.8538,4.4282,0,0,0,0,0,219.934,88.5639,103.325,1.47607,22.141,1.47607,0,2.95213,0,1.47607,0,0,0,0,0,7.38033,0,0,0,0,0,4.4282,0,44.282,1.47607,2.95213,0,0,0,0,0
188,CAR-188,7,2,2012,2012-02-07,10.497,-64.671,Luis Gonzalez,200,712.089,31.6605,15.95,418.556,317.088,99.6562,1.81193,0,1.81193,1.81193,12.6835,0,27.179,7.24772,1.81193,0,0,0,1.811930657413741,192.065,32.6148,144.954,0,7.24772,1.81193,0,5.43579,0,3.62386,0,0,0,0,1.81193,1.81193,0,0,0,0,0,10.8716,3.62386,34.4267,1.81193,0,0,0,0,0,0
188,CAR-188,7,2,2012,2012-02-07,10.497,-64.671,Luis Gonzalez,500,77.309,10.8132,5.4519,49.1235,44.2916,4.83182,0,0,0.402651,1.61061,6.03977,0,0.805303,0,1.61061,0,0,0,2.013256286015268,2.41591,0,0,0.402651,0,0.805303,0,1.20795,0,0,0,0,0,0,2.01326,0.805303,0,0,0,0,0,0.402651,0.402651,7.24772,1.61061,1.20795,0,0,0,0,0
189,CAR-189,16,3,2012,2012-03-16,10.506,-64.67,Luis Gonzalez,200,318.421,17.8688,8.38717,196.795,106.463,88.719,1.61307,0,0,0,2.2583,0.967844,5.48445,0.645229,0.322615,0,0,0,0,97.107,24.1961,67.7491,2.2583,2.58092,0.322615,0,0,0,2.58092,0.645229,0,9.03321,0,0.322615,0.645229,0,0,0,1.29046,0.322615,0,0,0,0,0,0,0,0,0,0
189,CAR-189,16,3,2012,2012-03-16,10.506,-64.67,Luis Gonzalez,500,249.381,19.5674,12.7481,101.946,100.011,0.967844,0.967844,0,0,3.22615,67.7491,0,0,0.645229,3.22615,0,4.19399,0,0,1.93569,0,0,0.967844,0,0.967844,0,0,0,0,0,0,64.5229,0,0,0.322615,0,0,0,0.967844,0.645229,0.645229,0,0,0,0,0,0,0,0,0
190,CAR-190,10,4,2012,2012-04-10,10.503,-64.668,Luis Gonzalez,500,279.839,29.3839,19.1341,190.96,167.2,23.76,0,0,3.51999,0,7.91998,4.39999,0.879998,24.6399,5.27999,0,0,0,0,8.79998,0,0,0,0,4.39999,0,4.39999,0,0,0,1.76,7.03999,0,6.15999,0.879998,0.879998,0,0,0,0,24.6399,0,9.67998,5.27999,1.76,0,0,0,0,0
190,CAR-190,10,4,2012,2012-04-10,10.503,-64.668,Luis Gonzalez,200,1869.12,33.4458,16.9385,1186.24,680.532,504.532,1.17333,0,3.51999,1.17333,3.51999,3.51999,10.56,70.3999,8.21332,0,0,0,0,535.039,170.133,357.866,0,0,0,0,7.03999,0,1.17333,2.34666,2.34666,2.34666,0,4.69332,14.08,0,0,0,0,0,0,1.17333,14.08,2.34666,2.34666,0,0,0,0,0.322615
193,CAR-193,26,7,2012,2012-07-26,10.5,-64.669,Luis Gonzalez,200,659.055,6.44045,2.04283,574.406,259.994,314.412,0,0,1.81391,0.604638,3.62783,3.02319,3.02319,3.62783,0,0,0,0,0,38.6968,1.20928,33.2551,1.20928,0,1.81391,0,1.20928,0,1.81391,1.81391,1.20928,0.604638,0,0,4.23246,0.604638,0,0,0,0,0,1.20928,10.2788,7.86029,0.604638,0,0,0,0,0
193,CAR-193,26,7,2012,2012-07-26,10.5,-64.669,Luis Gonzalez,500,104.242,4.50886,1.54885,67.8352,60.6783,7.15692,0,0,0.311171,0.622341,12.1357,0,4.35639,8.4016,2.80053,0,0.933512,0,0,1.24468,0,0,0,0,0.933512,0,0.311171,0,0,0,0,0.933512,0,0.311171,1.24468,0,0,0,0,0,9.33512,0.933512,0.311171,1.86702,0,0,0,0,0,0
194,CAR-194,14,8,2012,2012-08-14,10.504,-64.669,Luis Gonzalez,200,558.551,8.03149,2.79626,367.959,85.5719,280.053,2.33378,0,0.777926,0,3.88963,18.6702,20.2261,10.113,0,0,0.777926,0,0,115.911,6.22341,108.91,0,0,0.777926,0,0,0,0.777926,0.777926,0,0,0,0,7.77926,0,0,0,2.33378,0,0,0.777926,7.77926,0,0,0,0,0,0,0
194,CAR-194,14,8,2012,2012-08-14,10.504,-64.669,Luis Gonzalez,500,77.4019,4.20931,1.42838,60.3518,54.1272,6.22463,0,0,0,0,8.11908,0,1.89445,1.62382,0,0,0,0,0.2706360678311415,2.70636,0,0,0,0,1.35318,0.270636,1.08254,0,0.270636,0,0,0.811908,0,0,0.270636,0,0,0,0,0,1.62382,0,1.08254,0,0,0,0,0,0,0
196,CAR-196,10,10,2012,2012-10-10,10.498,-64.666,Luis Gonzalez,200,866.938,9.28094,3.54547,497.97,225.53,270.636,1.80424,0,0,0,4.5106,0,24.3572,11.7276,0.90212,0,1.80424,0,0,239.964,0,234.551,1.80424,0,1.80424,0,1.80424,0,0.90212,0.90212,0,0,0,0,13.5318,0,0,0,0.90212,0,0,63.1484,6.31484,0,0,0,0,0,0,0
196,CAR-196,10,10,2012,2012-10-10,10.498,-64.666,Luis Gonzalez,500,93.7287,4.62876,1.75381,52.2718,42.3582,9.91361,0,0,0,0,5.40743,0,0.450619,21.6297,0,0.901238,0.450619,0,0,1.80248,0,0,0,0,1.35186,0,0.450619,0,0,0,0.450619,0.901238,0,1.80248,4.05557,0.450619,0,0.450619,0,2.25309,21.6297,0,0.450619,0,0,0,0,0,0,0
197,CAR-197,8,11,2012,2012-11-08,10.499,-64.666,Luis Gonzalez,500,68.9545,4.04491,1.63234,35.9399,35.1041,0.835812,0,0,1.25372,0,4.59697,0,1.67162,19.2237,0.417906,0,0,0,0,2.08953,0,0,0,0,1.67162,0,0.417906,0,0,0,0,1.25372,0,1.25372,0,0,0,0,0,0,19.2237,0,0.835812,0.417906,0,0,0,0,0,0
197,CAR-197,8,11,2012,2012-11-08,10.499,-64.666,Luis Gonzalez,200,913.855,7.29998,3.31316,597.52,360.495,234.322,2.70371,0,0,0,5.40743,0,12.6173,45.0619,0,0,0,0,0,210.89,3.60495,202.778,2.70371,0,0.901238,0,0.901238,0,0.901238,0,0,0,0,0,9.91361,0,0,0,2.70371,0.901238,0,21.6297,6.30866,0,0,0,0,0,0,0
198,CAR-198,4,12,2012,2012-12-04,10.499,-64.666,Luis Gonzalez,200,462.204,9.55348,3.89631,295.042,225.669,66.865,2.50744,0,0,0,5.01487,0,9.19393,45.9697,0.835812,0.835812,0,0,0,80.2379,5.01487,75.2231,0,0,0,0,0,0,1.67162,1.67162,0,1.67162,0,3.34325,1.67162,0,0,0,0,0,0,4.17906,10.8656,0,0,0,0,0,0,0.901238
198,CAR-198,4,12,2012,2012-12-04,10.499,-64.666,Luis Gonzalez,500,82.3914,3.45539,1.0425,46.8006,42.0364,4.76413,0,0,1.12097,0.280243,5.60486,0,0.560486,15.4134,1.40121,0,0,0,0.2802428248028352,2.80243,0,0,0,0,1.40121,0,1.40121,0,0.280243,0,0,0.840728,0,1.9617,0.280243,0,0,0,0,0.280243,15.6936,0.280243,1.9617,0,2.24194,0,0,0,0,0
199,CAR-199,5,3,2013,2013-03-05,10.499,-64.67,Luis Gonzalez,500,144.207,13.1387,6.06786,108.853,106.992,1.86074,0,0,0.465184,0.465184,14.4207,1.39555,0.465184,6.97776,1.86074,0,0,0,0,3.25629,0,0.930368,0,0,0.930368,0,1.39555,0,0,0,0,2.32592,0,0,1.39555,0.465184,0,0,0,0.465184,7.44295,0.465184,0,0.930368,0,0,0,0,0,0
199,CAR-199,5,3,2013,2013-03-05,10.499,-64.67,Luis Gonzalez,200,659.505,nd,nd,495.096,345.633,149.463,0,0,0.934143,0,0.934143,6.539,14.9463,19.617,1.86829,0,0,0,0,88.7436,0.934143,84.0728,0.934143,0,0,0,2.80243,0,4.67071,0,0,0,0,1.86829,7.47314,0,0,0,0.934143,0.934143,0,3.73657,5.60486,0,5.60486,0,0,0,0,0
200,CAR-200,9,4,2013,2013-04-09,10.503,-64.67,Luis Gonzalez,500,107.958,10.0606,nd,76.6467,75.0159,1.30462,0.326156,0,1.30462,0.326156,7.50159,0,0.652312,4.89234,1.95694,0,0.326156,0,0,9.45853,0.326156,0,1.30462,0,2.60925,0.326156,4.56619,0.326156,0.652312,0,0.326156,0.326156,0,0.326156,0.326156,0,0,0,0,0,4.89234,0,0,2.60925,0.326156,0,0,0,0,0
200,CAR-200,9,4,2013,2013-04-09,10.503,-64.67,Luis Gonzalez,200,826.479,17.8453,nd,594.517,420.089,173.515,0.913237,0,1.82647,0,8.21913,0.913237,14.6118,17.3515,0.913237,0,0,0,0,170.775,63.9266,100.456,2.73971,0,0.913237,0,2.73971,0,0.913237,0.913237,0,1.82647,0,0.913237,3.65295,0,0,0,1.82647,0,0,0.913237,5.47942,0,0.913237,0,0,0,0,0.934143
201,CAR-201,9,5,2013,2013-05-09,10.504,-64.665,Luis Gonzalez,500,113.882,11.5927,4.88276,82.7634,71.7283,11.0351,0,0,0.88281,0.441405,13.2421,2.86913,1.10351,3.31054,1.98632,0,0.220702,0,0.22070241633833507,2.86913,0,0.220702,0,0,0.88281,0,1.76562,0,0.220702,0,0,0.88281,0,0,1.76562,0.220702,0,0,0,0,3.31054,0,0.441405,0.441405,0,0,0,0,0,0
201,CAR-201,9,5,2013,2013-05-09,10.504,-64.665,Luis Gonzalez,200,827.193,18.0719,6.78935,564.998,335.468,225.116,4.41405,0,2.64843,0,16.7734,11.4765,15.8906,6.17967,3.53124,0,0.88281,0,0.8828096653533403,175.679,5.29686,163.32,0,0,1.76562,0,5.29686,0,0.88281,0,0,0,0,0,12.3593,0,0,0,0,0,0,0,13.2421,0,0,0,0,0,0,0
202,CAR-202,11,6,2013,2013-06-11,10.499,-64.665,Luis Gonzalez,200,1474.62,16.9265,4.03953,1359.49,870.406,488.164,0.921065,0,3.68426,3.68426,5.52639,4.60532,13.816,17.5002,0.921065,0,0,0,0,46.0532,3.68426,33.1583,0,0,2.76319,0,6.44745,0,0.921065,0,0,0.921065,0,0,8.28958,0.921065,0,0,0.921065,0,0,0.921065,4.60532,1.84213,0,0,0,0,0,0
202,CAR-202,11,6,2013,2013-06-11,10.499,-64.665,Luis Gonzalez,500,187.371,5.83297,1.76779,128.949,93.4223,35.5268,0,0,7.10536,1.31581,22.3687,2.10529,2.10529,6.05271,1.57897,0,0,0,0,8.158,0,0,0,0,2.63161,0.526323,5.00007,0,0.263161,0,0,1.57897,0,2.36845,0.789484,0.263161,0,0,0,0,6.05271,0,1.31581,0.263161,0.789484,0,0,0,0,0
203,CAR-203,11,7,2013,2013-07-11,10.5,-64.665,Jaimie Rojas Marquez,200,1251.37,nd,nd,948.902,669.315,72.0149,4.23617,203.336,3.81,1.27,8.05,2.54,8.9,0,1.27,0,0.42,0.42,1.69,216.045,29.6532,182.155,0,0,3.81,0,0,0.42,1.69,0,2.97,3.81,0,0,0,0,0,0,0,0,0,0,47.87,0,1.69,0,0,0,0,0
203,CAR-203,11,7,2013,2013-07-11,10.5,-64.665,Jaimie Rojas Marquez,500,67.6464,nd,nd,47.6569,33.8894,2.11809,0,11.6495,0.79,0.4,2.78,nd,1.85,0,0.397141,0.26,0,0,0.26,5.95712,0,4.23617,0,0,1.06,0,0.53,0.13,0,0,0.13,1.19,0,0.26,0,0,0,0,0,0,0,0,0.93,0.53,0,0,0,0,0,0
204,CAR-204,13,8,2013,2013-08-13,10.499,-64.668,Jaimie Rojas Marquez,200,272.567,7.25959,3.18359,146.693,108.45,15.01,3.39,19.8495,0.48,0.48,14.04,2.9048,5.81,42.6038,2.42,0,0,0,0,68.2629,0,60.03,0.48,0,1.45,0,0.48,2.9048,0.48,0,0,0,0,0.48,1.94,3.87,0,0,1.45,0,42.6038,0,0.48,0,0,0,0,0,0,0
204,CAR-204,13,8,2013,2013-08-13,10.499,-64.668,Jaimie Rojas Marquez,500,188.57,4.39957,1.23028,97.795,89.08,4.36,0.48,3.87307,0.48,3.87,7.75,0,0.97,55.19,2.66,0,0,0,0.24,14.282,0,3.63,0,0,2.9,2.9,0,4.84,0.97,0,0,0,0,0.97,0,0.97,0,0,0.97,0.97,55.1913,0,0,0,0,0,0,0,0,0
205,CAR-205,11,9,2013,2013-09-11,10.509,-64.653,Jaimie Rojas Marquez,500,126.48,6.57934,0.820946,58.3,29.62,3.76,0,24.9191,2.35,0.94,21.16,0,2.35,12.69,0.94,0,0,0,0.47,10.8139,0,5.64,0,0,2.35,2.82,0,0,0.47,0,0,2.35,0,1.88,3.29,1.88,0,0,0,4.7,0,0,0.94,0,0.94,0,0,0,0,0
205,CAR-205,11,9,2013,2013-09-11,10.509,-64.653,Jaimie Rojas Marquez,200,448.543,9.59854,2.0721,325.828,132.588,14.1051,9.87359,169.262,0.35,1.41,1.94,0,23.98,78.99,0,0,0,0,0,2.4684,0,0,0,1.41,1.06,0,0,0,0,0,0,0.71,0,0,1.41,0.18,0,0,1.41,7.05,0,0,0,0,0,0,0,0,0,0
206,CAR-206,8,10,2013,2013-10-08,10.496,-64.66,Jaimie Rojas Marquez,200,67.5133,4.96539,1.66007,51.7229,32.2025,2.23,0.87,16.4121,0,0,0,0,1.49,5.22202,0.87,0,0.24,0,0,7.21136,0,6.21,0,0,0.62,0,0.12,0.24,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,CAR-206,8,10,2013,2013-10-08,10.496,-64.66,Jaimie Rojas Marquez,500,31.45,2.16092,0.749138,19.89,17.15,1.61,0,1.119,0.12,0,0.37,0,2.36,6.21,0.49,0.12,0,0.12,0.12,0.497335,0,0,0,0.12,0.37,0,0,0,0.12,0,0.12,0.24,0,0.12,0,0.12,0,0,0.12,0.12,0,0,0,0,0.12,0,0,0,0,0
207,CAR-207,13,11,2013,2013-11-13,10.501,-64.669,Jaimie Rojas Marquez,500,189.84,4.42204,0.689132,164.11,133.29,15.82,0,14.9956,0,0,5.83,0,14.99,1.24964,0.1,0,0,0,0.2,2.70754,0,1.66,0,0.1,0.93,0,0,0,0.1,0,0,0.1,0,0.31,0,0,0,0,0,0,1.24964,0,0,0,0.1,0,0,0,0,0
207,CAR-207,13,11,2013,2013-11-13,10.501,-64.669,Jaimie Rojas Marquez,200,405.932,9.80581,1.90011,299.913,166.451,35.9895,1.49956,95.972,0.149956,0.749781,0.899738,0,11.9965,10.4969,0.299913,0,0,0,0.14995627275086587,79.4768,14.9956,52.4847,0,0,11.9965,0,0,0,0.149956,0,0,1.34961,0,0.149956,0,0,0,0,0,0,10.4969,0,0,0,0,0,0,0,0,0
208,CAR-208,4,12,2013,2013-12-04,10.501,-64.67,Jaimie Rojas Marquez,200,264.894,4.383,1.7356,180.64,90.3199,24.8132,8.93274,56.574,0,0,0.110281,0.110281,0.551404,17.8655,0,0,0,0,0,64.1834,0,63.5217,0.220561,0,0.441123,0,0,0,0.441123,0,0,0.330842,0,0.330842,0,0,0,0,0,0,17.9758,0,0,0,0,0,0,0,0,0
208,CAR-208,4,12,2013,2013-12-04,10.501,-64.67,Jaimie Rojas Marquez,500,27.6889,2.31523,0.972014,24.4823,20.1814,2.3159,0,1.98505,0.0763482,0,0.229045,0,1.14522,0.305393,0,0,0,0,0.07634820547513138,0.610786,0,0,0,0.0763482,0.534437,0,0,0,0.0763482,0,0,0.229045,0,0.0763482,0,0.0763482,0,0,0,0.0763482,0.305393,0,0.152696,0,0,0,0,0,0,0
209,CAR-209,14,1,2014,2014-01-14,10.501,-64.67,Jaimie Rojas Marquez,500,268.132,4.60962,0.82773,232.927,219.418,9.82469,3.2749,0.409362,0.204681,0.409362,2.25149,0.409362,2.25149,0.204681,0.818724,0,0,0,2.0468105574488553,25.5851,6.54979,18.0119,0,0,1.02341,0,0,0,0,0,0,0.409362,0,0,0,0,0.409362,0,0,0,0.204681,0,0,0.204681,0,0,0,0,0,0
209,CAR-209,14,1,2014,2014-01-14,10.501,-64.67,Jaimie Rojas Marquez,200,326.671,15.6501,3.62163,240.705,153.511,4.91235,2.45617,79.8256,0,4.91235,8.90363,0.307022,11.3598,3.99128,1.22809,0,0,0,2.1491510853212983,50.9656,9.82469,38.0707,0,2.76319,0.307022,0,0,0,0,0,0,0,0,0.614043,1.22809,0,0.307022,0,0,0,3.99128,0,0,0,0,0,0,0,0,0
210,CAR-210,4,2,2014,2014-02-04,10.501,-64.664,Jaimie Rojas Marquez,200,729.6,4.95634,0.706446,644.529,358.793,56.8224,1.6235,227.29,0.3247,6.81869,2.9223,2.2729,5.51989,23.3784,0,0.3247,0.649399,0,0.32469967715111103,33.1194,4.2211,27.5995,0.649399,0,0.649399,0,0,0,0,0,0,0.3247,0.3247,0,0.3247,1.6235,0,0,6.16929,0.3247,23.3784,0,0,0,0,0,0,0,0,0
210,CAR-210,4,2,2014,2014-02-04,10.501,-64.664,Jaimie Rojas Marquez,500,185.07,2.61748,0.390132,159.915,102.68,21.51,0,35.717,0.4,3.24,9.33,0.202937,1.21762,0,0,0,0,0,0.4,7.71162,0,6.08,0,0,0.81,0,0,0.81,0,0,0,1.62,0,0.2,0.4,0.4,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0
211,CAR-211,1,4,2014,2014-04-01,10.502,-64.673,Jaimie Rojas Marquez,500,66.73,7.46291,1.65335,53.5789,52.0643,0.946624,0,0.567974,0.189325,1.13595,2.2719,5.20643,1.32527,1.13595,0,0,0,0,0,2.65055,0.189325,0,0,1.13595,1.32527,0,0,0,0,0,0,0.567974,0,0,0,0,0.189325,0,0,0,1.13595,0,0.189325,0,0,0,0,0,0,0
211,CAR-211,1,4,2014,2014-04-01,10.502,-64.673,Jaimie Rojas Marquez,200,322.5,9.39105,2.35823,141.585,91.3453,4.05979,0.507474,45.6726,0,1.52242,1.52242,0.253737,10.6569,7.61211,0.507474,1.52242,0,0,0.25373684596473417,151.227,89.8228,53.2847,6.08968,0,2.02989,0,0,0,0,0,0,0.253737,0,0,0.761211,0,0,0,0,1.52242,9.13453,0,1.52242,0,0,0,0,0,0,0
212,CAR-212,6,5,2014,2014-05-06,10.499,-64.666,Jaimie Rojas Marquez,500,246.408,7.57935,2.38831,215.442,205.56,6.58845,0,3.29422,0,0,9.88267,11.2004,2.30596,3.29422,1.97653,0,0,0,0,0.658845,0.329422,0,0,0,0,0,0,0.329422,0,0,0.988267,0.329422,0,0,0,0.329422,0,0,0,0,3.29422,0,0,0,0,0,0,0,0,0
212,CAR-212,6,5,2014,2014-05-06,10.499,-64.666,Jaimie Rojas Marquez,200,625.463,13.814,3.82393,419.025,210.83,34.2599,5.27076,168.664,1.4641,1.4641,4.97794,4.68512,4.09948,55.3429,0.29282,0,0,0,0.585639644477498,129.719,10.5415,113.321,2.63538,0,3.22102,0,0,0,0.29282,0,0,3.80666,0,0,0,0,0,0,0,0,55.3429,0,0,0,0,0,0,0,0,0
213,CAR-213,13,6,2014,2014-06-13,10.494,-64.666,Jaimie Rojas Marquez,500,135.81,20.4162,9.06732,117.619,109.939,6.06283,0,1.61675,0,0,4.44607,1.21257,0.808377,0,0,0,0,0,0,3.6377,0,0,0,0,3.6377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404188,0,0,0,0,0,0,0,0,0,0
